variant_id	variant_class	sv_log_length	repeat_overlap	allele_frequency	is_copy_number	annotation_1	annotation_2	annotation_3
v1086	snv	-0.79182	0	0.08307	0	-1.2906	-1.07086	0.31694
v1087	deletion_long	0.98307	0	0.01464	1	1.13478	-0.09657	-0.94247
v1088	snv	-0.79182	0	0.01	0	-1.26646	-0.73168	0.81927
v1089	deletion_short	1.78931	0	0.01	1	-0.05321	-0.29287	0.30956
v1090	snv	-0.79182	0	0.01	0	0.95213	-1.10587	-1.07081
v1091	snv	-0.79182	1	0.01549	0	-2.61392	-0.74311	0.31829
v1092	snv	-0.79182	0	0.03378	0	-0.77782	0.22201	-2.4552
v1093	snv	-0.79182	0	0.06906	0	-1.3989	0.97046	-1.20993
v1094	snv	-0.79182	0	0.01	0	0.12245	-0.37073	-0.67283
v1095	snv	-0.79182	0	0.01352	0	-0.64338	-1.35498	0.65344
v1096	snv	-0.79182	0	0.03721	0	0.5928	0.51881	1.11041
v1097	snv	-0.79182	0	0.01	0	-0.32729	-1.42056	-1.77009
v1098	snv	-0.79182	1	0.04258	0	0.97284	0.08936	0.05393
v1099	snv	-0.79182	0	0.01	0	-0.31844	0.23027	0.62571
v1100	snv	-0.79182	0	0.05007	0	-0.61136	-2.58424	-0.16108
v1101	snv	-0.79182	0	0.01634	0	-0.60804	-0.74105	-0.48195
v1102	deletion_short	2.09448	0	0.01457	1	-0.53475	0.72595	1.06481
v1103	snv	-0.79182	0	0.01	0	2.83488	-0.86585	-1.35278
v1104	snv	-0.79182	0	0.01	0	-0.52606	-0.32927	-0.22206
v1105	str_vntr_repeat	1.82958	1	0.01248	0	0.42515	-1.10105	-0.85425
v1106	other_complex_sv	1.25612	0	0.01	0	0.40258	0.68713	-0.52808
v1107	snv	-0.79182	0	0.01	0	-0.53063	0.19853	-1.75934
v1108	duplication_long	0.78203	0	0.01	1	-0.01607	-2.14632	0.68439
v1109	snv	-0.79182	0	0.16471	0	-0.42324	-0.23977	-0.29421
v1110	snv	-0.79182	0	0.01	0	0.47133	-0.52442	-1.76343
v1111	inversion_bnd_complex	1.00009	0	0.01	0	-0.4046	0.93022	-1.21711
v1112	snv	-0.79182	0	0.01	0	1.58686	-1.14866	-1.21477
v1113	snv	-0.79182	0	0.01	0	-0.26101	0.72686	0.74036
v1114	snv	-0.79182	0	0.04733	0	1.87127	0.63538	1.11396
v1115	snv	-0.79182	0	0.01	0	-0.60451	0.09856	-1.69175
v1116	snv	-0.79182	0	0.01	0	-0.63318	-0.63728	1.54419
v1117	deletion_short	0.2065	0	0.03753	1	-0.49387	0.35618	1.3885
v1118	snv	-0.79182	0	0.01	0	-1.25323	-0.10216	0.94207
v1119	deletion_long	1.73011	0	0.01	1	-0.40378	-1.29658	0.92089
v1120	snv	-0.79182	0	0.01	0	-2.24767	0.63851	-1.42453
v1121	inversion_bnd_complex	0.70761	0	0.01	0	-0.32688	-0.68244	0.3608
v1122	snv	-0.79182	0	0.01	0	-0.70034	-0.66938	-1.01091
v1123	other_complex_sv	1.50779	0	0.01	0	0.08694	-0.30478	-0.0829
v1124	inversion_bnd_complex	2.08799	0	0.01	0	-0.91546	-0.46212	-0.18876
v1125	str_vntr_repeat	1.63117	1	0.01	0	-2.02185	-2.19443	-0.76381
v1126	deletion_long	0.81947	0	0.01	1	1.84442	-0.72534	1.28904
v1127	str_vntr_repeat	0.92544	1	0.03082	0	0.96084	0.46129	2.18541
v1128	snv	-0.79182	0	0.01265	0	-0.0571	0.38322	0.98833
v1129	snv	-0.79182	0	0.01	0	-0.44053	-0.64099	0.45363
v1130	snv	-0.79182	0	0.0201	0	-0.40236	0.31405	1.88136
v1131	snv	-0.79182	1	0.08808	0	1.88813	1.66833	-0.56584
v1132	duplication_short	1.27593	0	0.01	1	0.08421	1.06772	1.39414
v1133	duplication_long	1.68903	0	0.01	1	-1.10779	0.07578	-0.46266
v1134	inversion_bnd_complex	1.2733	0	0.01	0	-1.06041	1.41013	0.89604
v1135	snv	-0.79182	0	0.02869	0	-0.5456	0.16862	0.22418
v1136	snv	-0.79182	0	0.01	0	-0.07712	-0.67204	-1.41226
v1137	deletion_short	0.48104	0	0.01	1	2.10861	1.79133	-0.2137
v1138	snv	-0.79182	0	0.11462	0	-0.577	-0.74989	1.37339
v1139	snv	-0.79182	0	0.05273	0	1.06848	-0.84353	0.27146
v1140	snv	-0.79182	0	0.16048	0	-0.65231	-0.19115	-1.10419
v1141	small_indel	0.02669	0	0.06082	0	-0.74738	0.42642	1.52341
v1142	snv	-0.79182	0	0.01	0	2.56634	-0.01846	1.65293
v1143	duplication_short	0.30437	0	0.01201	1	2.14434	0.72273	2.18389
v1144	small_indel	0.00829	1	0.01	0	-0.01757	-1.13265	0.16084
v1145	snv	-0.79182	0	0.01	0	1.28354	-2.21249	-1.29222
v1146	str_vntr_repeat	1.28318	1	0.01	0	-0.18514	-0.21905	-0.01641
v1147	deletion_short	0.75929	0	0.01	1	0.57871	-0.98434	-1.22678
v1148	deletion_short	0.63808	0	0.01	1	-0.01715	0.53561	1.25211
v1149	snv	-0.79182	0	0.01	0	1.19572	0.88935	1.31151
v1150	small_indel	-0.64527	0	0.01	0	-0.65668	0.37517	0.89587
v1151	snv	-0.79182	0	0.04539	0	-1.89018	-0.35786	0.62126
v1152	str_vntr_repeat	0.25315	1	0.01	0	0.20916	0.08302	-0.29256
v1153	inversion_bnd_complex	0.27103	0	0.08732	0	-0.79673	-0.57183	1.00598
v1154	snv	-0.79182	1	0.01	0	0.72799	-2.14766	-0.5405
v1155	snv	-0.79182	0	0.01	0	-0.02144	0.33601	-0.44382
v1156	snv	-0.79182	0	0.02044	0	0.32955	0.45311	-0.7407
v1157	snv	-0.79182	0	0.15221	0	-0.93575	-0.4363	-0.84072
v1158	other_complex_sv	1.6194	0	0.01	0	1.11254	1.02054	0.42901
v1159	duplication_long	1.13712	0	0.17818	1	0.24717	-0.24866	0.31081
v1160	snv	-0.79182	0	0.04613	0	-0.09685	1.15144	-0.49464
v1161	snv	-0.79182	0	0.07744	0	-0.13963	1.66839	-0.89948
v1162	snv	-0.79182	0	0.01	0	1.04369	0.56503	-0.09231
v1163	str_vntr_repeat	0.63309	1	0.01	0	0.61568	-1.68278	1.54668
v1164	snv	-0.79182	0	0.01	0	-0.33144	0.81584	-1.47786
v1165	snv	-0.79182	0	0.06117	0	0.53331	2.13022	1.01397
v1166	snv	-0.79182	0	0.13145	0	1.7467	0.75314	0.88372
v1167	other_complex_sv	2.07466	0	0.01159	0	0.42906	0.98951	-0.4994
v1168	snv	-0.79182	0	0.01	0	0.8456	-1.74997	1.73949
v1169	snv	-0.79182	0	0.01	0	0.18804	-0.77397	1.79702
v1170	snv	-0.79182	0	0.01	0	-0.85794	-0.9616	0.24566
v1171	duplication_long	1.95732	0	0.01	1	-0.79868	-1.1449	-0.09584
v1172	snv	-0.79182	1	0.01	0	-1.495	0.14	0.10296
v1173	snv	-0.79182	0	0.01	0	1.01897	-1.50364	-1.69988
v1174	snv	-0.79182	0	0.02713	0	-0.85542	0.58947	0.73102
v1175	other_complex_sv	0.32481	0	0.01	0	-1.58033	0.79817	-0.57356
v1176	snv	-0.79182	0	0.01	0	0.06762	-1.53524	2.43238
v1177	str_vntr_repeat	2.01852	1	0.01	0	0.92734	-0.48949	-0.03549
v1178	snv	-0.79182	1	0.01	0	0.52389	0.68834	-0.13712
v1179	duplication_long	1.68186	0	0.07787	1	-0.62285	-0.90228	-0.57249
v1180	snv	-0.79182	0	0.01	0	1.02439	0.38334	-0.91399
v1181	snv	-0.79182	0	0.01	0	0.76776	0.52639	-0.67367
v1182	snv	-0.79182	0	0.01098	0	1.27358	0.33148	1.38101
v1183	small_indel	-0.2056	1	0.0563	0	-1.26783	0.60006	0.40029
v1184	snv	-0.79182	0	0.01	0	-0.13451	-0.15378	-1.09167
v1185	snv	-0.79182	0	0.01	0	-0.0011	0.10383	-0.88218
v1186	snv	-0.79182	0	0.01845	0	0.81694	1.12555	0.4725
v1187	snv	-0.79182	0	0.01	0	1.51741	-0.23835	-1.83883
v1188	other_complex_sv	1.18924	0	0.01493	0	-0.40301	1.02647	-0.00652
v1189	snv	-0.79182	0	0.01	0	0.05135	-1.10203	0.88172
v1190	snv	-0.79182	1	0.01308	0	-1.54036	0.0724	-1.19931
v1191	snv	-0.79182	0	0.01	0	0.05818	0.66924	-0.96078
v1192	snv	-0.79182	0	0.01	0	0.39731	-0.83417	-2.21764
v1193	duplication_long	1.31399	0	0.01	1	0.925	-0.46222	1.42294
v1194	snv	-0.79182	0	0.01	0	-1.18048	-1.1805	0.28591
v1195	snv	-0.79182	0	0.06638	0	0.19362	0.66719	-0.38159
v1196	inversion_bnd_complex	0.73348	0	0.01	0	1.47733	0.28966	-0.51795
v1197	insertion_mei	1.41735	0	0.01	0	-1.25608	-1.08913	0.77709
v1198	snv	-0.79182	0	0.01	0	-1.01795	0.80081	-0.64493
v1199	snv	-0.79182	1	0.01966	0	-0.39859	1.17739	0.75322
v1200	snv	-0.79182	0	0.07299	0	0.23653	-1.05845	-0.12482
v1201	snv	-0.79182	0	0.01465	0	-2.28791	0.3922	0.29297
v1202	snv	-0.79182	0	0.01928	0	-0.58364	0.58068	1.06758
v1203	duplication_long	1.80389	1	0.01	1	0.09057	0.86001	-0.69491
v1204	other_complex_sv	1.23676	0	0.01	0	0.22605	-0.64146	0.77439
v1205	snv	-0.79182	0	0.19731	0	-0.04754	0.10617	-0.43068
v1206	snv	-0.79182	0	0.04708	0	1.68528	0.31963	-0.05187
v1207	inversion_bnd_complex	1.70122	0	0.01	0	1.53301	1.6683	-1.12898
v1208	snv	-0.79182	0	0.07269	0	1.55586	-0.19757	1.33837
v1209	snv	-0.79182	0	0.01	0	-0.69791	-0.39683	-0.40825
v1210	other_complex_sv	1.72503	0	0.01	0	0.39521	-1.65557	0.92917
v1211	snv	-0.79182	0	0.01	0	-0.16965	-0.3271	0.1574
v1212	snv	-0.79182	0	0.01	0	0.78578	-0.71078	-0.43194
v1213	insertion_mei	0.33597	0	0.01	0	0.86626	0.82355	-2.04819
v1214	duplication_long	1.06717	0	0.01	1	0.13112	0.19578	0.98153
v1215	deletion_short	0.24395	0	0.01	1	1.27243	-0.42898	0.63896
v1216	snv	-0.79182	0	0.01	0	-0.3323	1.29716	0.02621
v1217	snv	-0.79182	1	0.03717	0	-0.20108	2.48267	-0.88889
v1218	snv	-0.79182	1	0.01	0	0.7249	0.0744	-0.18997
v1219	snv	-0.79182	0	0.03434	0	-1.59659	-1.11177	1.54858
v1220	snv	-0.79182	0	0.05767	0	-0.29457	1.08647	1.1069
v1221	str_vntr_repeat	0.6266	1	0.01	0	-1.83205	0.36717	0.29526
v1222	other_complex_sv	0.43114	0	0.04035	0	0.20883	-1.60193	-2.30268
v1223	deletion_short	1.51946	0	0.01	1	-0.19931	0.53373	0.79242
v1224	str_vntr_repeat	1.68626	1	0.01	0	-1.27333	-0.77508	0.38885
v1225	deletion_short	1.05184	0	0.01	1	-0.73651	-1.16186	0.09194
v1226	small_indel	-0.03414	0	0.01	0	-0.31517	-0.81552	-0.64041
v1227	small_indel	-0.35215	0	0.01	0	1.19229	0.15247	0.51144
v1228	snv	-0.79182	0	0.01	0	0.541	-1.16319	-1.03403
v1229	str_vntr_repeat	0.82871	1	0.02011	0	0.94074	1.0845	0.33242
v1230	deletion_short	1.81527	0	0.01	1	-1.10461	-0.51796	-0.22319
v1231	snv	-0.79182	0	0.03786	0	-0.58069	-0.5877	1.70498
v1232	snv	-0.79182	0	0.01	0	-0.70384	-0.68148	-0.68062
v1233	deletion_short	2.02425	0	0.01	1	-2.01147	-2.43669	-1.67051
v1234	snv	-0.79182	0	0.01	0	-0.80872	-1.1468	-0.14435
v1235	small_indel	-0.2056	0	0.01	0	-0.9381	1.18034	-0.48083
v1236	snv	-0.79182	0	0.09254	0	-1.42529	1.52098	-0.20692
v1237	snv	-0.79182	0	0.01	0	-0.44883	0.80994	0.14847
v1238	snv	-0.79182	0	0.01	0	-0.34712	0.67076	-1.2031
v1239	snv	-0.79182	0	0.01	0	-0.8503	1.0036	-1.44375
v1240	deletion_long	1.86677	0	0.01	1	0.05651	-0.10881	0.79974
v1241	insertion_mei	1.79368	0	0.01	0	2.56697	-0.91839	-0.17728
v1242	snv	-0.79182	0	0.04445	0	0.27326	-1.22816	-0.66203
v1243	duplication_long	0.21898	0	0.01	1	0.16641	-0.72554	-0.7411
v1244	snv	-0.79182	0	0.05366	0	0.12102	1.32696	-1.2668
v1245	deletion_short	0.27623	0	0.01	1	-0.53107	0.73612	-1.88289
v1246	deletion_short	1.63184	0	0.01	1	0.8033	1.18108	-0.06696
v1247	snv	-0.79182	0	0.01	0	1.30334	-0.62316	-0.22087
v1248	duplication_short	1.6528	0	0.01	1	-0.89113	-0.82542	-0.84333
v1249	small_indel	-0.12887	0	0.01	0	-0.6143	1.00984	0.22216
v1250	other_complex_sv	0.2765	0	0.01	0	0.65174	1.24234	-0.39258
v1251	snv	-0.79182	0	0.06586	0	-0.10401	-1.6453	0.03987
v1252	insertion_mei	1.30972	0	0.02102	0	2.16772	0.69671	-1.45653
v1253	str_vntr_repeat	0.4457	1	0.04105	0	0.38564	0.63385	-1.4596
v1254	snv	-0.79182	0	0.01	0	1.10464	-1.47047	-0.69467
v1255	snv	-0.79182	1	0.01	0	0.63453	-0.40404	1.39419
v1256	snv	-0.79182	0	0.01	0	1.29871	0.597	-0.5017
v1257	snv	-0.79182	1	0.01548	0	1.40102	0.61931	0.51013
v1258	small_indel	-0.26642	0	0.0458	0	-0.7741	0.0024	-1.60152
v1259	snv	-0.79182	0	0.02213	0	-0.28183	-2.42552	0.77111
v1260	snv	-0.79182	0	0.04333	0	-0.91698	-0.90617	0.07323
v1261	snv	-0.79182	0	0.0925	0	-0.42732	1.48214	-1.0294
v1262	deletion_short	0.31911	0	0.01	1	1.44726	-1.16471	1.61269
v1263	deletion_long	1.18121	0	0.01	1	1.33681	0.53817	2.08591
v1264	duplication_short	1.56205	0	0.01	1	-0.74998	-0.03015	-0.60566
v1265	duplication_short	0.4267	0	0.01	1	1.18691	-0.63407	-0.43307
v1266	snv	-0.79182	1	0.01	0	2.11501	-1.12667	-0.78191
v1267	snv	-0.79182	0	0.09591	0	0.79052	0.36533	0.84018
v1268	duplication_short	0.42813	0	0.0839	1	0.79414	0.46523	0.49338
v1269	snv	-0.79182	1	0.01	0	1.0256	-1.0394	-0.25212
v1270	duplication_short	1.54923	0	0.07721	1	-1.22315	-0.34959	-0.64587
v1271	duplication_short	1.1071	0	0.01	1	0.24281	-3.25329	-1.25273
v1272	snv	-0.79182	1	0.02873	0	0.04336	-1.488	-0.70259
v1273	str_vntr_repeat	1.36179	1	0.19305	0	-0.16068	-0.61564	0.43898
v1274	str_vntr_repeat	2.01846	1	0.01	0	-0.4496	0.6702	0.70265
v1275	snv	-0.79182	0	0.01	0	2.20438	-0.06584	0.28109
v1276	snv	-0.79182	0	0.05569	0	-0.4657	-0.44469	-0.65397
v1277	snv	-0.79182	0	0.01	0	-0.28569	0.36787	1.21529
v1278	snv	-0.79182	0	0.01552	0	1.54374	-1.47852	-0.05021
v1279	snv	-0.79182	0	0.01	0	0.31541	-0.57731	1.06389
v1280	snv	-0.79182	0	0.01	0	1.4458	-1.39994	0.14762
v1281	snv	-0.79182	0	0.13979	0	0.51066	-0.60531	0.32063
v1282	other_complex_sv	1.62152	1	0.01	0	0.08194	0.70879	-0.94837
v1283	snv	-0.79182	0	0.01	0	0.60632	-0.26757	-0.90318
v1284	duplication_long	1.62671	0	0.01	1	0.15677	-0.68341	0.65777
v1285	insertion_mei	1.08845	0	0.01	0	-1.1585	-1.30389	0.43706
v1286	snv	-0.79182	0	0.01	0	-0.11975	0.43636	-0.90033
v1287	duplication_long	0.519	0	0.01	1	0.00661	-1.009	1.16392
v1288	deletion_short	1.36707	0	0.01	1	-0.52568	2.58061	0.05723
v1289	deletion_long	0.71957	0	0.01	1	0.86461	-1.59404	-1.35191
v1290	snv	-0.79182	0	0.01	0	-0.63419	-0.73977	0.8422
v1291	other_complex_sv	1.32465	0	0.01	0	-0.73461	-0.97393	-0.03496
v1292	snv	-0.79182	0	0.01	0	-0.92168	0.19132	-0.16769
v1293	snv	-0.79182	0	0.0554	0	-0.94313	-0.95123	-0.96145
v1294	deletion_long	1.92633	0	0.02032	1	-1.33273	0.31724	-1.95031
v1295	snv	-0.79182	0	0.01	0	0.40622	-1.33676	2.15964
v1296	deletion_long	0.43116	0	0.01	1	-0.34588	-0.51435	0.79699
v1297	duplication_short	0.33897	0	0.01	1	-0.98374	-0.40461	1.70683
v1298	snv	-0.79182	0	0.01	0	-0.75328	1.6806	-0.53872
v1299	deletion_long	0.42628	0	0.01	1	-0.42972	0.44002	-0.38462
v1300	deletion_long	1.1584	0	0.01	1	1.34559	-0.45881	0.41953
v1301	snv	-0.79182	1	0.05759	0	-1.24406	0.24311	-1.12904
v1302	snv	-0.79182	0	0.01	0	0.07402	1.6209	-0.49378
v1303	snv	-0.79182	0	0.01	0	-1.92609	0.07667	0.49379
v1304	snv	-0.79182	0	0.01458	0	-1.28102	0.53013	0.37456
v1305	snv	-0.79182	0	0.01	0	0.6759	0.46847	0.6474
v1306	snv	-0.79182	0	0.0191	0	-0.70443	-0.25009	-0.70108
v1307	snv	-0.79182	0	0.20641	0	-0.34655	-0.01786	2.07796
v1308	small_indel	-0.13827	0	0.01	0	-0.11434	-0.21009	-0.45312
v1309	insertion_mei	0.9026	1	0.01	0	-0.74581	0.33387	-0.16452
v1310	inversion_bnd_complex	1.28309	0	0.01	0	0.51874	0.13967	1.34077
v1311	insertion_mei	1.63947	0	0.01	0	-0.19719	-1.63318	-1.49544
v1312	snv	-0.79182	0	0.04786	0	-1.51016	1.34218	-0.3607
v1313	insertion_mei	0.19674	1	0.01	0	2.49701	-1.43483	-0.42922
v1314	snv	-0.79182	0	0.01	0	0.47677	1.05338	-0.42302
v1315	snv	-0.79182	0	0.01559	0	-0.94737	-0.30335	0.58761
v1316	snv	-0.79182	0	0.09209	0	0.05941	-0.80902	0.83749
v1317	small_indel	-0.38039	0	0.03709	0	2.11754	-0.21702	-0.38453
v1318	snv	-0.79182	0	0.01	0	-0.5122	-0.34736	-0.14489
v1319	snv	-0.79182	0	0.01	0	0.99521	0.1436	0.16417
v1320	duplication_short	0.75128	0	0.02086	1	-0.31389	-0.6556	-1.77464
v1321	deletion_short	0.41741	0	0.06385	1	1.059	1.08129	0.29671
v1322	snv	-0.79182	0	0.01	0	-0.27957	0.0981	0.17604
v1323	small_indel	-0.26642	0	0.01	0	0.4737	-0.28603	-1.39336
v1324	snv	-0.79182	0	0.01936	0	0.91715	-0.24689	-0.48934
v1325	str_vntr_repeat	1.17731	1	0.01	0	0.30589	0.85047	0.09175
v1326	small_indel	-0.49871	0	0.02434	0	0.12603	-0.83928	-0.33993
v1327	small_indel	-0.2495	0	0.30018	0	1.09433	-0.46852	-0.36837
v1328	duplication_short	0.19456	0	0.0131	1	-0.016	-1.2802	0.17368
v1329	small_indel	-0.55954	0	0.01	0	0.8815	-0.76308	1.68137
v1330	snv	-0.79182	0	0.01	0	-1.41725	0.73854	0.71256
v1331	deletion_short	0.51362	0	0.01	1	0.18752	2.56616	-0.76014
v1332	duplication_short	1.59763	0	0.01	1	-1.19977	0.06238	0.57312
v1333	snv	-0.79182	0	0.16183	0	0.46204	-0.78795	-0.72566
v1334	snv	-0.79182	0	0.01358	0	1.44019	1.21962	-1.1658
v1335	str_vntr_repeat	1.40802	1	0.01	0	0.28249	-0.06016	0.63426
v1336	snv	-0.79182	0	0.04107	0	-0.09557	-0.47043	1.35497
v1337	deletion_short	1.21197	0	0.01	1	1.23567	-0.0037	-0.6974
v1338	snv	-0.79182	0	0.02121	0	1.74029	-0.01675	0.6131
v1339	inversion_bnd_complex	0.89559	0	0.01	0	-0.31681	0.82179	-1.71865
v1340	deletion_long	0.38842	0	0.03688	1	0.19654	-2.08366	0.91978
v1341	snv	-0.79182	0	0.01	0	0.43435	-1.50945	-0.87232
v1342	str_vntr_repeat	1.14483	1	0.01	0	-0.16904	1.31846	-0.1097
v1343	snv	-0.79182	0	0.01	0	-0.80903	-1.1922	-1.53615
v1344	snv	-0.79182	0	0.01	0	0.68032	0.66909	-0.18767
v1345	inversion_bnd_complex	1.98185	0	0.01	0	-0.15605	-1.18508	-1.04132
v1346	deletion_long	0.94075	1	0.01	1	0.41176	-0.10375	0.66313
v1347	str_vntr_repeat	1.48143	1	0.01	0	-0.52615	-0.91844	1.22314
v1348	snv	-0.79182	0	0.0154	0	0.34552	1.17873	0.57095
v1349	other_complex_sv	1.5144	0	0.01414	0	-1.64973	0.55585	0.5827
v1350	snv	-0.79182	0	0.01794	0	0.87698	-0.09435	-0.17643
v1351	insertion_mei	1.43291	0	0.01	0	1.3607	1.54115	-0.48923
v1352	snv	-0.79182	1	0.16163	0	-1.00385	-1.75904	-0.3931
v1353	snv	-0.79182	0	0.01	0	0.73047	1.12064	0.71162
v1354	other_complex_sv	1.72529	1	0.01	0	1.7513	-1.32628	0.34676
v1355	snv	-0.79182	0	0.0527	0	-0.55358	-0.54326	0.29032
v1356	snv	-0.79182	0	0.01	0	-0.26632	-0.57386	0.20385
v1357	snv	-0.79182	0	0.01	0	-1.01966	-0.18532	-0.64107
v1358	deletion_long	1.69359	0	0.01297	1	-1.05498	0.78026	-0.15729
v1359	snv	-0.79182	0	0.07496	0	-0.06349	0.78065	0.57683
v1360	inversion_bnd_complex	0.78348	0	0.01	0	-1.55712	0.6188	0.25114
v1361	snv	-0.79182	0	0.04722	0	0.67289	1.47268	-0.44005
v1362	deletion_long	0.38885	0	0.01	1	-0.3029	-0.90434	-1.20713
v1363	deletion_short	1.67141	0	0.01	1	-0.14313	0.89688	1.27279
v1364	snv	-0.79182	0	0.01	0	-0.40291	0.80634	0.82051
v1365	inversion_bnd_complex	0.66314	1	0.01	0	1.13529	0.10973	0.48883
v1366	small_indel	-0.07986	0	0.1193	0	-0.1375	-3.22514	0.3964
v1367	other_complex_sv	1.32217	0	0.01	0	-1.57202	-1.42141	0.21287
v1368	snv	-0.79182	0	0.05888	0	1.88154	0.14066	-0.15947
v1369	insertion_mei	1.00126	0	0.01	0	0.50569	1.59844	0.02971
v1370	snv	-0.79182	0	0.01	0	-0.6595	-0.31395	-0.63786
v1371	small_indel	-0.45153	0	0.01	0	-0.11695	1.03381	1.20338
v1372	snv	-0.79182	1	0.05814	0	-1.08421	-2.32029	-0.8238
v1373	other_complex_sv	0.76007	0	0.01	0	0.20305	-0.86358	0.93973
v1374	small_indel	-0.12887	0	0.01	0	-0.855	1.42415	-0.4174
v1375	str_vntr_repeat	1.72172	1	0.01	0	0.54118	0.46811	-0.30581
v1376	inversion_bnd_complex	0.19224	0	0.01	0	-0.05101	-0.12067	0.55378
v1377	snv	-0.79182	0	0.016	0	-0.98526	0.98432	0.44035
v1378	deletion_short	0.41359	0	0.01	1	0.15397	-0.02166	1.16188
v1379	snv	-0.79182	0	0.03928	0	-0.15955	0.74993	0.33911
v1380	small_indel	-0.07986	0	0.06046	0	0.51589	-2.46753	0.12685
v1381	snv	-0.79182	0	0.01	0	1.63556	-0.44251	0.1442
v1382	insertion_mei	1.86269	0	0.01	0	-2.17389	-2.27	-1.72585
v1383	snv	-0.79182	1	0.0282	0	0.9088	0.51729	0.4224
v1384	str_vntr_repeat	1.37269	1	0.01	0	-0.04592	0.41309	-1.44668
v1385	snv	-0.79182	0	0.01	0	-0.71669	0.16028	-1.56919
v1386	snv	-0.79182	1	0.17329	0	0.15373	0.76525	0.5293
v1387	small_indel	-0.19278	0	0.01	0	-0.89027	1.90914	-0.14499
v1388	snv	-0.79182	0	0.01643	0	0.45647	-0.36382	0.11935
v1389	snv	-0.79182	0	0.01887	0	-0.42184	0.18702	-1.65107
v1390	snv	-0.79182	0	0.05418	0	0.32219	0.19879	-0.73856
v1391	other_complex_sv	2.10771	0	0.01	0	-1.54206	1.22694	0.21174
v1392	snv	-0.79182	0	0.01	0	-0.91865	-0.30742	-0.10441
v1393	duplication_short	1.40347	0	0.0452	1	0.09648	-0.16306	1.06444
v1394	snv	-0.79182	0	0.10716	0	-0.03228	0.12854	-1.53148
v1395	snv	-0.79182	0	0.04199	0	0.3271	-0.10948	-0.20603
v1396	duplication_short	0.42079	0	0.12386	1	0.1234	-1.17124	0.09181
v1397	inversion_bnd_complex	0.42122	0	0.01	0	1.00551	-0.26345	-0.74027
v1398	inversion_bnd_complex	0.99289	0	0.01	0	1.38808	-0.94361	-0.09873
v1399	snv	-0.79182	0	0.01	0	-0.34073	-2.07951	-0.50931
v1400	small_indel	-0.09497	0	0.01	0	1.20168	1.6545	1.57871
v1401	snv	-0.79182	0	0.01	0	0.44985	1.04162	-0.01668
v1402	deletion_short	0.54733	0	0.02565	1	0.65188	0.03203	-0.41096
v1403	insertion_mei	1.25131	0	0.01	0	0.0775	0.43458	-0.48345
v1404	insertion_mei	0.45069	0	0.03483	0	-2.74551	0.08176	-1.12033
v1405	duplication_long	1.82057	0	0.01	1	-0.30178	1.19552	1.06855
v1406	str_vntr_repeat	2.09468	1	0.01	0	-0.87291	-0.54483	-1.46901
v1407	snv	-0.79182	0	0.08733	0	0.87749	-0.58254	1.62218
v1408	str_vntr_repeat	1.94344	1	0.01	0	-1.41151	0.24899	-1.43475
v1409	insertion_mei	1.95284	0	0.01	0	0.42439	1.07735	0.35062
v1410	snv	-0.79182	0	0.14904	0	1.54208	-0.25857	0.07268
v1411	insertion_mei	2.07378	0	0.01	0	-0.86939	0.37907	0.8914
v1412	duplication_short	0.19559	0	0.01	1	-0.15498	0.12392	-0.18983
v1413	duplication_long	0.66708	0	0.01	1	-0.64846	-1.05396	-0.12723
v1414	str_vntr_repeat	0.237	1	0.02217	0	0.39941	-0.70867	1.13784
v1415	snv	-0.79182	0	0.12832	0	-1.02336	-0.79922	0.03422
v1416	snv	-0.79182	0	0.01	0	1.36274	0.88256	-1.63189
v1417	snv	-0.79182	0	0.06149	0	-1.19598	-1.26544	-0.39406
v1418	insertion_mei	0.33109	0	0.01	0	-0.09681	-0.21036	0.39285
v1419	snv	-0.79182	0	0.01	0	0.5959	0.2192	0.26998
v1420	snv	-0.79182	0	0.01	0	0.47542	0.22432	-0.1583
v1421	snv	-0.79182	0	0.01	0	-0.41429	1.03659	0.77313
v1422	snv	-0.79182	0	0.01	0	0.25255	0.52412	0.71772
v1423	duplication_long	0.24394	0	0.01	1	-0.08968	-0.34684	1.60437
v1424	str_vntr_repeat	0.99857	1	0.01	0	0.04589	1.89987	-0.49626
v1425	snv	-0.79182	0	0.46053	0	0.71654	-2.31247	1.50251
v1426	snv	-0.79182	0	0.01241	0	-0.87674	1.05647	0.74044
v1427	snv	-0.79182	0	0.01	0	-1.5556	0.19259	-0.25756
v1428	deletion_long	1.11884	0	0.01	1	-1.20619	-0.09698	-0.13575
v1429	snv	-0.79182	0	0.01	0	0.76367	1.06754	-1.08852
v1430	deletion_long	1.21564	0	0.01728	1	0.33854	0.10025	-1.36214
v1431	snv	-0.79182	0	0.14876	0	2.46435	-0.3749	0.49929
v1432	snv	-0.79182	0	0.07196	0	0.51062	-0.2591	0.56763
v1433	duplication_long	0.82	0	0.01	1	-0.74013	-0.96484	0.40676
v1434	snv	-0.79182	1	0.02691	0	-1.07879	0.41193	1.0838
v1435	snv	-0.79182	0	0.01	0	1.10482	-0.75734	-0.83489
v1436	deletion_short	1.72547	1	0.01	1	0.35597	0.52166	-1.02216
v1437	inversion_bnd_complex	0.606	0	0.03057	0	0.75911	-1.68788	1.08571
v1438	other_complex_sv	0.5705	0	0.01	0	0.29489	-0.5848	-0.20499
